store_name,Coords,category,brand,price,card_number,quantity,receipt_number,total
Zarina,"[59.825769, 30.316407] и 2026-02-21T00:23:00+03:00",Одежда женская,Love Republic,3070.722464501462,2203675043710425,2,607865,6675.188593104223
Zarina,"[59.825769, 30.316407] и 2026-02-21T00:23:00+03:00",Одежда женская,Befree,3604.466128602761,2203675043710425,2,607865,6675.188593104223
4 Лапы,"[59.924145, 30.318051] и 2025-01-04T04:21:00+03:00",Товары для животных,Purina,1203.8546434792613,4001198175832818,2,421343,2301.0165558369213
4 Лапы,"[59.924145, 30.318051] и 2025-01-04T04:21:00+03:00",Товары для животных,Pedigree,1097.16191235766,4001198175832818,2,421343,2301.0165558369213
Fix Price,"[59.868921, 30.350265] и 2025-07-29T20:02:00+03:00",Бытовая химия,AOS,300.3278669549111,4276016393078675,3,623750,3342.1794844162146
Fix Price,"[59.868921, 30.350265] и 2025-07-29T20:02:00+03:00",Товары для дома,Tefal,2842.7821684439064,4276016393078675,3,623750,3342.1794844162146
Fix Price,"[59.868921, 30.350265] и 2025-07-29T20:02:00+03:00",Канцтовары,Attache,199.0694490173972,4276016393078675,3,623750,3342.1794844162146
Эльдорадо,"[59.84518, 30.323207] и 2025-01-10T17:37:00+03:00",Климатическая техника,Royal Clima,17208.518947407498,5189027981590115,3,144334,53361.76728962939
Эльдорадо,"[59.84518, 30.323207] и 2025-01-10T17:37:00+03:00",Смартфоны,Honor,33138.38874940979,5189027981590115,3,144334,53361.76728962939
Эльдорадо,"[59.84518, 30.323207] и 2025-01-10T17:37:00+03:00",Кухонная техника,Scarlett,3014.8595928121026,5189027981590115,3,144334,53361.76728962939
Пятёрочка,"[59.85134, 30.260765] и 2026-02-27T10:55:00+03:00",Табачные изделия,West,102.33566612871209,5189027981590115,4,247630,878.7786518038187
Пятёрочка,"[59.85134, 30.260765] и 2026-02-27T10:55:00+03:00",Кофе и чай,Egoiste,404.6051232266471,5189027981590115,4,247630,878.7786518038187
Пятёрочка,"[59.85134, 30.260765] и 2026-02-27T10:55:00+03:00",Напитки безалкогольные,Pepsi,87.70680743642815,5189027981590115,4,247630,878.7786518038187
Пятёрочка,"[59.85134, 30.260765] и 2026-02-27T10:55:00+03:00",Кондитерские изделия,Алёнка,284.13105501203137,5189027981590115,4,247630,878.7786518038187
Sela,"[59.853505, 30.340401] и 2025-11-15T09:43:00+03:00",Одежда женская,InCity,2625.4111793025,5469026350182562,3,930271,10180.245191438884
Sela,"[59.853505, 30.340401] и 2025-11-15T09:43:00+03:00",Одежда женская,Gloria Jeans,3717.926408457624,5469026350182562,3,930271,10180.245191438884
Sela,"[59.853505, 30.340401] и 2025-11-15T09:43:00+03:00",Одежда женская,Love Republic,3836.907603678761,5469026350182562,3,930271,10180.245191438884
ВкусВилл,"[59.853012, 30.278175] и 2026-02-05T09:25:00+03:00",Молочные продукты,Петмол,153.12715074722163,4001198175832818,3,194697,1027.134618015283
ВкусВилл,"[59.853012, 30.278175] и 2026-02-05T09:25:00+03:00",Кофе и чай,Ahmad Tea,547.6954235571893,4001198175832818,3,194697,1027.134618015283
ВкусВилл,"[59.853012, 30.278175] и 2026-02-05T09:25:00+03:00",Продукты питания,Ostankino,326.312043710872,4001198175832818,3,194697,1027.134618015283
О'КЕЙ,"[59.926422, 30.320988] и 2025-02-13T23:21:00+03:00",Кондитерские изделия,Бабаевский,252.98476065487043,4276016393078675,2,773710,510.8492682729561
О'КЕЙ,"[59.926422, 30.320988] и 2025-02-13T23:21:00+03:00",Кондитерские изделия,Mars,257.8645076180857,4276016393078675,2,773710,510.8492682729561
Zarina,"[60.001451, 30.29642] и 2025-05-21T20:36:00+03:00",Одежда женская,InCity,2400.666119462248,5469027146203373,3,696540,9368.270918942775
Zarina,"[60.001451, 30.29642] и 2025-05-21T20:36:00+03:00",Одежда женская,Gloria Jeans,3908.753935979937,5469027146203373,3,696540,9368.270918942775
Zarina,"[60.001451, 30.29642] и 2025-05-21T20:36:00+03:00",Одежда женская,Love Republic,3058.85086350059,5469027146203373,3,696540,9368.270918942775
Sokolov,"[59.853812, 30.349708] и 2026-06-19T10:23:00+03:00",Ювелирные изделия,Бронницкий Ювелир,17902.58979407727,4001194630869404,2,613247,30424.992262235486
Sokolov,"[59.853812, 30.349708] и 2026-06-19T10:23:00+03:00",Ювелирные изделия,Золотой,12522.402468158214,4001194630869404,2,613247,30424.992262235486
Lime,"[59.877127, 30.358888] и 2025-10-05T10:47:00+03:00",Одежда женская,Mango,3072.661772335483,2203676747805057,5,890590,16349.615335436676
Lime,"[59.877127, 30.358888] и 2025-10-05T10:47:00+03:00",Одежда женская,H&M,4225.213430149917,2203676747805057,5,890590,16349.615335436676
Lime,"[59.877127, 30.358888] и 2025-10-05T10:47:00+03:00",Одежда женская,H&M,3527.5961727347753,2203676747805057,5,890590,16349.615335436676
Lime,"[59.877127, 30.358888] и 2025-10-05T10:47:00+03:00",Одежда женская,Zarina,1937.109096368889,2203676747805057,5,890590,16349.615335436676
Lime,"[59.877127, 30.358888] и 2025-10-05T10:47:00+03:00",Одежда женская,Gloria Jeans,3587.0348638476116,2203676747805057,5,890590,16349.615335436676
ВсеИнструменты.ру,"[59.914615, 30.349142] и 2025-03-15T13:37:00+03:00",Автотовары,Champion,1243.4212229246612,4377724191014879,3,878249,13080.466105008962
ВсеИнструменты.ру,"[59.914615, 30.349142] и 2025-03-15T13:37:00+03:00",Инструменты,Bosch,10295.329839871956,4377724191014879,3,878249,13080.466105008962
ВсеИнструменты.ру,"[59.914615, 30.349142] и 2025-03-15T13:37:00+03:00",Строительные материалы,Rockwool,1541.7150422123443,4377724191014879,3,878249,13080.466105008962
Детский мир,"[59.927563, 30.360613] и 2024-10-14T02:33:00+03:00",Канцтовары,Stabilo,352.9005190775211,4276029677848440,3,244849,1908.6483645979201
Детский мир,"[59.927563, 30.360613] и 2024-10-14T02:33:00+03:00",Детская одежда,Zara Kids,1140.5282897386123,4276029677848440,3,244849,1908.6483645979201
Детский мир,"[59.927563, 30.360613] и 2024-10-14T02:33:00+03:00",Книги и медиа,Рипол Классик,415.21955578178677,4276029677848440,3,244849,1908.6483645979201
М.Видео,"[59.850066, 30.268383] и 2026-01-16T12:19:00+03:00",Электроника,LG,32120.038066593315,4276026612675540,3,140166,43219.06189574244
М.Видео,"[59.850066, 30.268383] и 2026-01-16T12:19:00+03:00",Кухонная техника,Xiaomi,6717.094920810007,4276026612675540,3,140166,43219.06189574244
М.Видео,"[59.850066, 30.268383] и 2026-01-16T12:19:00+03:00",Кухонная техника,Polaris,4381.928908339113,4276026612675540,3,140166,43219.06189574244
Подрушка,"[59.85134, 30.260765] и 2025-12-28T20:08:00+03:00",Косметика,Eveline Cosmetics,815.5509597232164,4276000612031954,2,27128,2133.621357363185
Подрушка,"[59.85134, 30.260765] и 2025-12-28T20:08:00+03:00",Косметика,Yves Rocher,1318.0703976399686,4276000612031954,2,27128,2133.621357363185
Рив Гош,"[59.86256, 30.320171] и 2025-11-24T00:41:00+03:00",Парфюмерия,Yves Saint Laurent,7311.592441970927,2203677534585621,2,917755,8231.239692674344
Рив Гош,"[59.86256, 30.320171] и 2025-11-24T00:41:00+03:00",Уход за волосами,L'Oreal Professionnel,919.6472507034167,2203677534585621,2,917755,8231.239692674344
Sela,"[59.905308, 30.301881] и 2026-05-12T07:56:00+03:00",Одежда мужская,Tom Farr,6299.055506121098,5128919362694595,3,548042,9831.857153082981
Sela,"[59.905308, 30.301881] и 2026-05-12T07:56:00+03:00",Детская одежда,Acoola,1799.912637654746,5128919362694595,3,548042,9831.857153082981
Sela,"[59.905308, 30.301881] и 2026-05-12T07:56:00+03:00",Одежда женская,Zarina,1732.889009307138,5128919362694595,3,548042,9831.857153082981
Fix Price,"[59.99948, 30.360002] и 2025-08-03T22:58:00+03:00",Канцтовары,Kores,304.73465431228146,5469012148078411,2,622331,1653.9629054820473
Fix Price,"[59.99948, 30.360002] и 2025-08-03T22:58:00+03:00",Посуда,Rondell,1349.2282511697658,5469012148078411,2,622331,1653.9629054820473
Пятёрочка,"[59.914615, 30.349142] и 2026-08-01T03:46:00+03:00",Табачные изделия,Rothmans,132.87602358830603,4377724191014879,4,371313,710.1976308244832
Пятёрочка,"[59.914615, 30.349142] и 2026-08-01T03:46:00+03:00",Табачные изделия,Parliament,202.80477797666086,4377724191014879,4,371313,710.1976308244832
Пятёрочка,"[59.914615, 30.349142] и 2026-08-01T03:46:00+03:00",Кондитерские изделия,KDV,265.00144656416853,4377724191014879,4,371313,710.1976308244832
Пятёрочка,"[59.914615, 30.349142] и 2026-08-01T03:46:00+03:00",Пиво,Bavaria,109.51538269534782,4377724191014879,4,371313,710.1976308244832
Рив Гош,"[59.868921, 30.350265] и 2025-11-26T10:01:00+03:00",Косметика,Vichy,1363.3771130235937,2202223247302714,3,501151,3066.019956184087
Рив Гош,"[59.868921, 30.350265] и 2025-11-26T10:01:00+03:00",Уход за волосами,L'Oreal Professionnel,881.0655885560005,2202223247302714,3,501151,3066.019956184087
Рив Гош,"[59.868921, 30.350265] и 2025-11-26T10:01:00+03:00",Уход за волосами,Wella,821.5772546044925,2202223247302714,3,501151,3066.019956184087
Sela,"[59.853505, 30.340401] и 2025-01-31T16:04:00+03:00",Одежда женская,O'stin,2093.643369476461,5189021009789890,2,269236,5421.648603457403
Sela,"[59.853505, 30.340401] и 2025-01-31T16:04:00+03:00",Одежда женская,Mango,3328.005233980942,5189021009789890,2,269236,5421.648603457403
Рив Гош,"[59.870014, 30.379325] и 2025-01-01T18:17:00+03:00",Парфюмерия,Carolina Herrera,6852.822306495365,4276000612031954,2,158863,7799.628949534861
Рив Гош,"[59.870014, 30.379325] и 2025-01-01T18:17:00+03:00",Уход за волосами,Schwarzkopf,946.8066430394952,4276000612031954,2,158863,7799.628949534861
Столплит,"[59.86256, 30.320171] и 2024-12-19T01:41:00+03:00",Мебель,Miass Mebel,27823.01831893434,5469015666360954,3,608188,77629.3171129399
Столплит,"[59.86256, 30.320171] и 2024-12-19T01:41:00+03:00",Мебель,Miass Mebel,24471.281301417774,5469015666360954,3,608188,77629.3171129399
Столплит,"[59.86256, 30.320171] и 2024-12-19T01:41:00+03:00",Мебель,Anrex,25335.017492587787,5469015666360954,3,608188,77629.3171129399
Золотое яблоко,"[59.927563, 30.360613] и 2026-04-22T11:03:00+03:00",Уход за кожей,Green Mama,709.681684995246,5469010938766476,2,95207,1570.2534742674356
Золотое яблоко,"[59.927563, 30.360613] и 2026-04-22T11:03:00+03:00",Уход за кожей,Bioderma,860.5717892721896,5469010938766476,2,95207,1570.2534742674356
Зенден,"[59.877127, 30.358888] и 2026-07-08T13:02:00+03:00",Обувь,Adidas,5737.8745035736865,2200705425650551,2,464550,10544.78973552934
Зенден,"[59.877127, 30.358888] и 2026-07-08T13:02:00+03:00",Обувь,Puma,4806.915231955654,2200705425650551,2,464550,10544.78973552934
Рив Гош,"[59.93584, 30.315886] и 2026-01-24T10:09:00+03:00",Уход за волосами,Estel,979.7117065197255,4154838686625756,2,910238,9582.023895183707
Рив Гош,"[59.93584, 30.315886] и 2026-01-24T10:09:00+03:00",Парфюмерия,Yves Saint Laurent,8602.312188663982,4154838686625756,2,910238,9582.023895183707
Детский мир,"[60.001451, 30.29642] и 2026-04-16T14:19:00+03:00",Детские товары (игрушки),Zvezda,2107.174754810952,4276001294246597,4,759407,6651.723875027119
Детский мир,"[60.001451, 30.29642] и 2026-04-16T14:19:00+03:00",Детские товары (игрушки),Zvezda,2040.9378338698004,4276001294246597,4,759407,6651.723875027119
Детский мир,"[60.001451, 30.29642] и 2026-04-16T14:19:00+03:00",Детская одежда,Zara Kids,1104.982298664423,4276001294246597,4,759407,6651.723875027119
Детский мир,"[60.001451, 30.29642] и 2026-04-16T14:19:00+03:00",Детские товары (игрушки),Origami,1398.628987681943,4276001294246597,4,759407,6651.723875027119
Ситилинк,"[59.962341, 30.30693] и 2025-01-31T19:15:00+03:00",Бытовая техника,Beko,37871.7749700459,5469017045897102,2,434170,60894.99596381584
Ситилинк,"[59.962341, 30.30693] и 2025-01-31T19:15:00+03:00",Электроника,Lenovo,23023.220993769937,5469017045897102,2,434170,60894.99596381584
Пятёрочка,"[59.924145, 30.318051] и 2026-05-11T01:46:00+03:00",Алкоголь,Beluga,1333.308114385011,4276017641830784,4,138481,3349.927451262841
Пятёрочка,"[59.924145, 30.318051] и 2026-05-11T01:46:00+03:00",Табачные изделия,Winston,194.97116372118887,4276017641830784,4,138481,3349.927451262841
Пятёрочка,"[59.924145, 30.318051] и 2026-05-11T01:46:00+03:00",Бытовая химия,Domestos,349.4667273815016,4276017641830784,4,138481,3349.927451262841
Пятёрочка,"[59.924145, 30.318051] и 2026-05-11T01:46:00+03:00",Алкоголь,Beluga,1472.181445775139,4276017641830784,4,138481,3349.927451262841
ВсеИнструменты.ру,"[59.99948, 30.360002] и 2026-06-25T04:34:00+03:00",Строительные материалы,Makita,1790.864070877201,2202221205936838,5,860010,15715.911048995433
ВсеИнструменты.ру,"[59.99948, 30.360002] и 2026-06-25T04:34:00+03:00",Автотовары,Mobil,3002.093776376408,2202221205936838,5,860010,15715.911048995433
ВсеИнструменты.ру,"[59.99948, 30.360002] и 2026-06-25T04:34:00+03:00",Автотовары,Лукойл,3066.8614963652853,2202221205936838,5,860010,15715.911048995433
ВсеИнструменты.ру,"[59.99948, 30.360002] и 2026-06-25T04:34:00+03:00",Автотовары,Filtron,1803.2416037157302,2202221205936838,5,860010,15715.911048995433
ВсеИнструменты.ру,"[59.99948, 30.360002] и 2026-06-25T04:34:00+03:00",Инструменты,DeWalt,6052.850101660809,2202221205936838,5,860010,15715.911048995433
Буквоед,"[59.99948, 30.360002] и 2025-09-16T01:40:00+03:00",Канцтовары,Pilot,320.6017849512766,2203676747805057,2,657104,549.2127184784623
Буквоед,"[59.99948, 30.360002] и 2025-09-16T01:40:00+03:00",Канцтовары,Staff,228.61093352718572,2203676747805057,2,657104,549.2127184784623
Ситилинк,"[59.853505, 30.340401] и 2024-10-10T03:51:00+03:00",Фото и видео техника,Canon,85985.77175135225,5128914263982603,2,612402,124962.96306517036
Ситилинк,"[59.853505, 30.340401] и 2024-10-10T03:51:00+03:00",Фото и видео техника,Sigma,38977.19131381812,5128914263982603,2,612402,124962.96306517036
Спортмастер,"[59.850983, 30.313056] и 2025-07-22T18:56:00+03:00",Спортивная одежда,Kappa,4872.147447079461,5469017045897102,4,827446,13897.261788602293
Спортмастер,"[59.850983, 30.313056] и 2025-07-22T18:56:00+03:00",Спортивные товары,Demix,3389.153906462117,5469017045897102,4,827446,13897.261788602293
Спортмастер,"[59.850983, 30.313056] и 2025-07-22T18:56:00+03:00",Обувь,Zenden,2802.5516343290305,5469017045897102,4,827446,13897.261788602293
Спортмастер,"[59.850983, 30.313056] и 2025-07-22T18:56:00+03:00",Спортивные товары,Torneo,2833.408800731684,5469017045897102,4,827446,13897.261788602293
ВкусВилл,"[59.855, 30.335] и 2026-04-09T18:54:00+03:00",Напитки безалкогольные,Pepsi,122.94064262842511,4276001294246597,2,397229,427.0039938374292
ВкусВилл,"[59.855, 30.335] и 2026-04-09T18:54:00+03:00",Продукты питания,Mars,304.0633512090041,4276001294246597,2,397229,427.0039938374292
Детский мир,"[59.934754, 30.333583] и 2025-01-28T16:55:00+03:00",Товары для животных,Sirius,685.0016519384452,5469015666360954,3,414025,3783.6057586500333
Детский мир,"[59.934754, 30.333583] и 2025-01-28T16:55:00+03:00",Детские товары (игрушки),Playmobil,1820.9614048869635,5469015666360954,3,414025,3783.6057586500333
Детский мир,"[59.934754, 30.333583] и 2025-01-28T16:55:00+03:00",Детская одежда,Orby,1277.6427018246245,5469015666360954,3,414025,3783.6057586500333
Рив Гош,"[59.85351, 30.316209] и 2026-07-06T05:03:00+03:00",Уход за волосами,Kapous,824.7495730140754,5128901387330926,4,228998,10562.368046576208
Рив Гош,"[59.85351, 30.316209] и 2026-07-06T05:03:00+03:00",Уход за волосами,Estel,927.6748471020073,5128901387330926,4,228998,10562.368046576208
Рив Гош,"[59.85351, 30.316209] и 2026-07-06T05:03:00+03:00",Парфюмерия,Versace,7740.410541384786,5128901387330926,4,228998,10562.368046576208
Рив Гош,"[59.85351, 30.316209] и 2026-07-06T05:03:00+03:00",Уход за кожей,Bioderma,1069.5330850753394,5128901387330926,4,228998,10562.368046576208
Ситилинк,"[59.846875, 30.320944] и 2025-09-02T09:00:00+03:00",Фото и видео техника,Fujifilm,83877.13397295169,2200254851630993,4,440933,215073.75475050037
Ситилинк,"[59.846875, 30.320944] и 2025-09-02T09:00:00+03:00",Смартфоны,Samsung,29034.702876369236,2200254851630993,4,440933,215073.75475050037
Ситилинк,"[59.846875, 30.320944] и 2025-09-02T09:00:00+03:00",Смартфоны,Realme,35931.40866842496,2200254851630993,4,440933,215073.75475050037
Ситилинк,"[59.846875, 30.320944] и 2025-09-02T09:00:00+03:00",Фото и видео техника,Nikon,66230.5092327545,2200254851630993,4,440933,215073.75475050037
Lime,"[59.870014, 30.379325] и 2026-05-15T09:10:00+03:00",Одежда мужская,Antony Morato,7217.993007626663,5469027655897490,2,465794,11434.27539588647
Lime,"[59.870014, 30.379325] и 2026-05-15T09:10:00+03:00",Одежда мужская,Zara,4216.282388259808,5469027655897490,2,465794,11434.27539588647
Лэтуаль,"[59.832231, 30.347363] и 2025-12-31T02:42:00+03:00",Косметика,Faberlic,1097.9946211656943,2200243201973740,3,399961,2717.8618901987543
Лэтуаль,"[59.832231, 30.347363] и 2025-12-31T02:42:00+03:00",Уход за волосами,Concept,659.2427018651553,2200243201973740,3,399961,2717.8618901987543
Лэтуаль,"[59.832231, 30.347363] и 2025-12-31T02:42:00+03:00",Уход за кожей,Garnier,960.6245671679046,2200243201973740,3,399961,2717.8618901987543
Zarina,"[59.912486, 30.319758] и 2026-04-01T04:06:00+03:00",Одежда женская,H&M,3895.3491738631697,2202215335824989,3,180104,9692.618524184398
Zarina,"[59.912486, 30.319758] и 2026-04-01T04:06:00+03:00",Одежда женская,O'stin,2311.3529748135793,2202215335824989,3,180104,9692.618524184398
Zarina,"[59.912486, 30.319758] и 2026-04-01T04:06:00+03:00",Одежда женская,Love Republic,3485.9163755076493,2202215335824989,3,180104,9692.618524184398
Fix Price,"[60.007587, 30.259732] и 2025-05-31T01:33:00+03:00",Товары для дома,Fissman,2827.0567340057314,5189019871749414,5,399413,6674.868093585288
Fix Price,"[60.007587, 30.259732] и 2025-05-31T01:33:00+03:00",Канцтовары,Staff,176.4031527935073,5189019871749414,5,399413,6674.868093585288
Fix Price,"[60.007587, 30.259732] и 2025-05-31T01:33:00+03:00",Косметика,Vichy,1522.7414682069348,5189019871749414,5,399413,6674.868093585288
Fix Price,"[60.007587, 30.259732] и 2025-05-31T01:33:00+03:00",Бытовая химия,BiMax,241.8325255470307,5189019871749414,5,399413,6674.868093585288
Fix Price,"[60.007587, 30.259732] и 2025-05-31T01:33:00+03:00",Посуда,Tefal,1906.8342130320834,5189019871749414,5,399413,6674.868093585288
Спортмастер,"[59.832231, 30.347363] и 2024-10-05T23:34:00+03:00",Спортивные товары,Head,7437.7722022849985,5189011072374829,4,545971,42832.74172360565
Спортмастер,"[59.832231, 30.347363] и 2024-10-05T23:34:00+03:00",Спортивная одежда,Kappa,4723.728198202373,5189011072374829,4,545971,42832.74172360565
Спортмастер,"[59.832231, 30.347363] и 2024-10-05T23:34:00+03:00",Велосипеды,Forward,26161.22909204798,5189011072374829,4,545971,42832.74172360565
Спортмастер,"[59.832231, 30.347363] и 2024-10-05T23:34:00+03:00",Спортивная одежда,Adidas,4510.012231070302,5189011072374829,4,545971,42832.74172360565
Магнит,"[59.914615, 30.349142] и 2025-06-08T15:17:00+03:00",Кофе и чай,Lipton,432.5293148703499,4001198175832818,3,747429,1195.8256141247361
Магнит,"[59.914615, 30.349142] и 2025-06-08T15:17:00+03:00",Кофе и чай,Lipton,400.5580816416413,4001198175832818,3,747429,1195.8256141247361
